cd,nm,corp_name,stock_code,industry,main_product,listed_date,settle_month,hpage,표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,증권구분,주식종류,액면가,상장주식수,yh_code,stock_code_ori
A122640,예스티,예스티,122640,특수 목적용 기계 제조업,반도체 및 디스플레이 제조 장비,2015-12-16,12월,http://www.yest.co.kr,KR7122640006,122640,예스티,예스티,"YEST Co.,Ltd.",2015-12-16,주권,보통주,500,17291129,122640.KQ,122640
A045060,오공,오공,045060,기타 화학제품 제조업,"접착제,씰란트,광택제,연마제",2000-08-10,12월,http://www.okong.com,KR7045060001,045060,오공,오공,OKONG Corporation,2000-08-10,주권,보통주,500,16941974,045060.KQ,045060
A080520,오디텍,오디텍,080520,반도체 제조업,"광반도체, 소자 및 모듈",2007-10-08,12월,http://www.od-tech.com,KR7080520000,080520,오디텍,오디텍,ODTech,2007-10-08,주권,보통주,500,11746609,080520.KQ,080520
A007310,오뚜기,오뚜기,007310,기타 식품 제조업,"라면,마요네즈,카레,스프,당면,소오스,토마토케첩,마가린,냉동생지(바게트,크로와상),참치캔,식초,3분짜장 제조",1994-08-12,12월,http://www.ottogi.co.kr,KR7007310006,007310,오뚜기보통주,오뚜기,Ottogi,1994-08-12,주권,보통주,5000,3671981,007310.KS,007310
A322310,오로스테크놀로지,오로스테크놀로지,322310,특수 목적용 기계 제조업,반도체 Overlay 계측 장비,2021-02-24,12월,http://www.aurostech.com,KR7322310004,322310,오로스테크놀로지,오로스테크놀로지,"AUROS TECHNOLOGY, INC.",2021-02-24,주권,보통주,500,9366542,322310.KQ,322310
A046120,오르비텍,오르비텍,046120,기타 과학기술 서비스업,"방사선안전관리, 항공기 정밀부품 제조 등",2010-06-15,12월,http://orbitech.co.kr,KR7046120002,046120,오르비텍,오르비텍,"Orbitech Co., Ltd.",2010-06-15,주권,보통주,500,24968430,046120.KQ,046120
A014940,오리엔탈정공,오리엔탈정공,014940,일반 목적용 기계 제조업,선박용 기계제품(크레인 등),2001-12-26,12월,http://www.opco.co.kr,KR7014940001,014940,오리엔탈정공,오리엔탈정공,"ORIENTAL PRECISION & ENGINEERING CO.,LTD",2001-12-26,주권,보통주,500,45573661,014940.KQ,014940
A002630,오리엔트바이오,오리엔트바이오,002630,의약품 제조업,의약품 제조,1976-12-28,03월,http://www.orient.co.kr,KR7002630002,002630,오리엔트바이오보통주,오리엔트바이오,ORIENTBIO,1976-12-28,주권,보통주,500,118583005,002630.KS,002630
A065500,오리엔트정공,오리엔트정공,065500,자동차 신품 부품 제조업,"하우징, 리테이너베어링",2002-09-19,12월,http://www.orientpi.co.kr,KR7065500001,065500,오리엔트정공,오리엔트정공,Orient Precision Industries Inc.,2002-09-19,주권,보통주,500,31742912,065500.KQ,065500
A271560,오리온,오리온,271560,기타 식품 제조업,스낵 등 과자류,2017-07-07,12월,http://www.orionworld.com,KR7271560005,271560,오리온보통주,오리온,ORION,2017-07-07,주권,보통주,500,39536132,271560.KS,271560
A001800,오리온홀딩스,오리온홀딩스,001800,기타 금융업,자회사 관리 지주사업 등,1975-06-27,12월,http://www.oriongroup.co.kr,KR7001800002,001800,오리온홀딩스보통주,오리온홀딩스,ORION Holdings,1975-06-27,주권,보통주,500,62645422,001800.KS,001800
A010470,오리콤,오리콤,010470,광고업,광고대행,2000-10-24,12월,http://www.oricom.co.kr,KR7010470003,010470,오리콤,오리콤,ORICOM Inc.,2000-10-24,주권,보통주,1000,11975050,010470.KQ,010470
A352910,오비고,오비고,352910,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",스마트카 소프트웨어 플랫폼,2021-07-13,12월,http://obigo.com/,KR7352910004,352910,오비고,오비고,Obigo Inc.,2021-07-13,주권,보통주,500,11450818,352910.KQ,352910
A053980,오상자이엘,오상자이엘,053980,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",CATIA Solution,2002-04-09,12월,http://www.osangjaiel.co.kr,KR7053980009,053980,오상자이엘,오상자이엘,"OSANGJAIEL Co., Ltd",2002-04-09,주권,보통주,500,17747882,053980.KQ,053980
A052420,오성첨단소재,오성첨단소재,052420,플라스틱제품 제조업,"보호, 기능성 필름",2001-08-07,12월,http://www.osungam.com,KR7052420007,052420,오성첨단소재,오성첨단소재,"OSUNG ADVANCED MATERIALS CO., LTD.",2001-08-07,주권,보통주,500,72167316,052420.KQ,052420
A241790,오션브릿지,오션브릿지,241790,특수 목적용 기계 제조업,"반도체 케미칼 및 특수가스, 반도체 장비",2016-12-01,12월,http:// http://www.oceanbridge.co.kr,KR7241790005,241790,오션브릿지,오션브릿지,"OCEANBRIDGE CO., LTD",2016-12-01,주권,보통주,500,10002634,241790.KQ,241790
A039200,오스코텍,오스코텍,039200,의약품 제조업,"뼈이식재,건강식품소재",2007-01-17,12월,http://www.oscotec.com,KR7039200001,039200,오스코텍,오스코텍,OSCOTEC Inc.,2007-01-17,주권,보통주,500,30206525,039200.KQ,039200
A031510,오스템,오스템,031510,자동차 신품 부품 제조업,휠,1997-02-12,12월,http://www.yyauto.co.kr,KR7031510001,031510,오스템,오스템,"AUSTEM CO.,LTD",1997-02-12,주권,보통주,500,28000000,031510.KQ,031510
A048260,오스템임플란트,오스템임플란트,048260,의료용 기기 제조업,치과용임플란트,2007-02-07,12월,http://www.osstem.com,KR7048260004,048260,오스템임플란트,오스템임플란트,"OSSTEM IMPLANT.CO.,Ltd",2007-02-07,주권,보통주,500,14285717,048260.KQ,048260
A138080,오이솔루션,오이솔루션,138080,통신 및 방송 장비 제조업,광트랜시버,2014-02-27,12월,http://www.oesolution.com,KR7138080007,138080,오이솔루션,오이솔루션,"OE Solutions Co., Ltd.",2014-02-27,주권,보통주,500,10624095,138080.KQ,138080
A080580,오킨스전자,오킨스전자,080580,전자부품 제조업,반도체 검사용 소켓,2014-12-24,12월,http://www.okins.co.kr,KR7080580004,080580,오킨스전자,오킨스전자,"OKins Electronics Co.,Ltd.",2014-12-24,주권,보통주,500,17679298,080580.KQ,080580
A067170,오텍,오텍,067170,자동차 재제조 부품 제조업,"냉동 및 내장탑차, 앰블란스",2003-11-14,12월,http://www.autech.co.kr,KR7067170001,067170,오텍,오텍,Autech Corporation,2003-11-14,주권,보통주,500,15391605,067170.KQ,067170
A353590,오토앤,오토앤,353590,자동차 부품 및 내장품 판매업,자동차 지급품 및 애프터마켓 제품,2022-01-20,12월,http://www.auton.kr,KR7353590003,353590,오토앤,오토앤,AUTO& Inc.,2022-01-20,주권,보통주,500,12875570,353590.KQ,353590
A173130,오파스넷,오파스넷,173130,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",네트워크 구축 및 유지보수,2018-08-24,12월,http://www.opasnet.co.kr,KR7173130006,173130,오파스넷,오파스넷,"OPASNET co., Ltd",2018-08-24,주권,보통주,500,11860430,173130.KQ,173130
A049480,오픈베이스,오픈베이스,049480,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","트래픽솔루션(웹스위치,트래픽서버)",2001-01-09,12월,http://www.openbase.co.kr,KR7049480007,049480,오픈베이스,오픈베이스,"Openbase, Inc.",2001-01-09,주권,보통주,500,31422383,049480.KQ,049480
A309930,오하임아이엔티,오하임아이엔티,309930,기타 생활용품 소매업,기업인수합병,2018-12-20,12월,,KR7309930006,309930,오하임아이엔티,오하임아이엔티,"OHEIM INT Co.,Ltd.",2018-12-20,주권,보통주,100,21014406,309930.KQ,309930
A244460,올리패스,올리패스,244460,기초 의약물질 및 생물학적 제제 제조업,인공유전자 플랫폼(OliPass PNA) 기술을 활용한 RNA치료제 신약개발,2019-09-20,12월,http://www.olipass.com,KR7244460002,244460,올리패스,올리패스,OLIPASS Corporation,2019-09-20,주권,보통주,500,26163573,244460.KQ,244460
A226950,올릭스,올릭스,226950,자연과학 및 공학 연구개발업,siRNA 신약 개발,2018-07-18,12월,http://www.olixpharma.com,KR7226950004,226950,올릭스,올릭스,"Olix Pharmaceuticals, Inc.",2018-07-18,주권,보통주,500,13703160,226950.KQ,226950
A057540,옴니시스템,옴니시스템,057540,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","전자식전력량계,설비미터,원격검침시스템",2007-09-19,12월,http://www.omnisystem.co.kr,KR7057540007,057540,옴니시스템,옴니시스템,"Omnisystem Co., Ltd",2007-09-19,주권,보통주,500,46449355,057540.KQ,057540
A082210,옵트론텍,옵트론텍,082210,사진장비 및 광학기기 제조업,"IRFilter,Grating",2005-06-24,12월,http://www.optrontec.com,KR7082210006,082210,옵트론텍,옵트론텍,OPTRONTEC Inc.,2005-06-24,주권,보통주,500,24483945,082210.KQ,082210
A109080,옵티시스,옵티시스,109080,통신 및 방송 장비 제조업,광링크 모듈 등,2011-07-12,12월,http://www.opticis.com,KR7109080002,109080,옵티시스,옵티시스,"OPTICIS CO., LTD.",2011-07-12,주권,보통주,500,5636000,109080.KQ,109080
A153710,옵티팜,옵티팜,153710,의료용품 및 기타 의약 관련제품 제조업,"옵티케어,메디피그 등",2018-10-26,12월,http://www.optipharm.co.kr,KR7153710009,153710,옵티팜,옵티팜,"Optipharm. CO., LTD",2018-10-26,주권,보통주,500,14589458,153710.KQ,153710
A321820,와이더플래닛,와이더플래닛,321820,소프트웨어 개발 및 공급업,빅데이터/인공지능 마케팅플랫폼 및 데이터플랫폼,2021-02-03,12월,http://www.widerplanet.com,KR7321820003,321820,와이더플래닛,와이더플래닛,Wider Planet Inc.,2021-02-03,주권,보통주,500,6901482,321820.KQ,321820
A122990,와이솔,와이솔,122990,전자부품 제조업,"SAW Filter, Wafer Chip, Duplexer",2010-09-10,12월,http://www.wisol.co.kr,KR7122990005,122990,와이솔,와이솔,"WiSoL CO., LTD.",2010-09-10,주권,보통주,500,28186941,122990.KQ,122990
A232140,와이아이케이,와이아이케이,232140,특수 목적용 기계 제조업,메모리 웨이퍼 테스터,2015-12-24,12월,http://yikcorp.com,KR7232140004,232140,와이아이케이,와이아이케이,YIK Corporation,2015-12-24,주권,보통주,100,82045350,232140.KQ,232140
A065530,와이어블,와이어블,065530,전기 통신업,공용기지국건설/관리,2002-06-04,12월,http://www.wiable.co.kr,KR7065530008,065530,와이어블,와이어블,Wiable,2002-06-04,주권,보통주,500,52860000,065530.KQ,065530
A067900,와이엔텍,와이엔텍,067900,폐기물 처리업,"사업장폐기물중간및최종처리,전문건설,골재제조",2005-12-23,12월,http://www.y-entec.co.kr,KR7067900001,067900,와이엔텍,와이엔텍,"Y-ENTEC CO.,LTD.",2005-12-23,주권,보통주,500,18199659,067900.KQ,067900
A155650,와이엠씨,와이엠씨,155650,전자부품 제조업,"FPD 패널용 Target, Backing Plate 등",2012-11-15,12월,http://www.ymc-inc.com,KR7155650005,155650,와이엠씨,와이엠씨,"YMC Co., Ltd.",2012-11-15,주권,보통주,500,19974358,155650.KQ,155650
A273640,와이엠텍,와이엠텍,273640,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",계전기(EV Relay),2021-09-10,12월,http://www.goodymt.com,KR7273640003,273640,와이엠텍,와이엠텍,"YM Tech Co., Ltd.",2021-09-10,주권,보통주,500,5483000,273640.KQ,273640
A251370,와이엠티,와이엠티,251370,기초 화학물질 제조업,"PCB, 반도체 및 디스플레이 제조용 화학소재 등",2017-04-27,12월,http://www.ymtechnology.com,KR7251370003,251370,와이엠티,와이엠티,"YMT CO., LTD.",2017-04-27,주권,보통주,500,15100637,251370.KQ,251370
A066430,와이오엠,와이오엠,066430,기타 전문 도매업,"VCI,LDPE필름 외",2002-12-24,12월,http://www.yopticsm.com,KR7066430000,066430,와이오엠,와이오엠,"Y-OPTICS MANUFACTURE Co., Ltd.",2002-12-24,주권,보통주,500,16410366,066430.KQ,066430
A193250,와이제이엠게임즈,와이제이엠게임즈,193250,전자부품 제조업,휴대폰용 진동모터,2014-12-29,12월,http://yjmgames.com,KR7193250008,193250,와이제이엠게임즈,와이제이엠게임즈,"YJM Games Co., Ltd.",2014-12-29,주권,보통주,100,57183559,193250.KQ,193250
A273060,와이즈버즈,와이즈버즈,273060,광고업,광고대행,2017-08-07,12월,http://www.wisebirds.co,KR7273060004,273060,와이즈버즈,와이즈버즈,Wise birds Inc.,2017-08-07,주권,보통주,100,48561742,273060.KQ,273060
A019210,와이지-원,와이지-원,019210,기타 금속 가공제품 제조업,"엔드밀, 탭, 드릴",1997-08-06,12월,http://www.yg1.co.kr,KR7019210004,019210,와이지-원,와이지-원,"YG-1 CO., LTD",1997-08-06,주권,보통주,500,30573819,019210.KQ,019210
A122870,와이지엔터테인먼트,와이지엔터테인먼트,122870,오디오물 출판 및 원판 녹음업,"음악 및 기타 오디오물 출판, 신인 아티스트 육성 및 매니지먼트",2011-11-23,12월,http://www.ygfamily.com,KR7122870009,122870,와이지엔터테인먼트,와이지엔터테인먼트,YG Entertainment Inc.,2011-11-23,주권,보통주,500,18446369,122870.KQ,122870
A011690,와이투솔루션,와이투솔루션,011690,반도체 제조업,"혼성직접회로,통신기기 제조/화공약품,케이블 도매",1995-12-21,12월,http://www.yuyang.co.kr,KR7011690005,011690,와이투솔루션보통주,와이투솔루션,Y2 Solution,1995-12-21,주권,보통주,500,159235637,011690.KS,011690
A332570,와이팜,와이팜,332570,전자부품 제조업,전력증폭기 모듈(PAM),2020-07-31,12월,http://www.wipam.co.kr,KR7332570001,332570,와이팜,와이팜,Wireless Amplifier Module Inc.,2020-07-31,주권,보통주,500,37141356,332570.KQ,332570
A316140,우리금융지주,우리금융지주,316140,기타 금융업,금융지주,2019-02-13,12월,http://www.woorifg.com/,KR7316140003,316140,우리금융지주보통주,우리금융지주,WooriFinancialGroup,2019-02-13,주권,보통주,5000,728060549,316140.KS,316140
A032820,우리기술,우리기술,032820,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","시스템사업, 정보통신사업",2000-06-22,12월,http://www.wooritg.com,KR7032820003,032820,우리기술,우리기술,"Woori Technology, Incorporation",2000-06-22,주권,보통주,500,143026930,032820.KQ,032820
A041190,우리기술투자,우리기술투자,041190,기타 금융업,창업자에 대한 투자 및 융자,2000-06-09,12월,http://www.wooricapital.co.kr,KR7041190000,041190,우리기술투자,우리기술투자,"Woori Technology Investment Co., Ltd",2000-06-09,주권,보통주,500,84000000,041190.KQ,041190
A115440,우리넷,우리넷,115440,통신 및 방송 장비 제조업,"광전송장비(MSPP), 교환장비(AGW)",2010-01-27,12월,http://www.woori-net.com,KR7115440000,115440,우리넷,우리넷,"Woori-Net Co., Ltd.",2010-01-27,주권,보통주,500,9172463,115440.KQ,115440
A118000,우리들휴브레인,우리들휴브레인,118000,기계장비 및 관련 물품 도매업,의료기기 도매,2009-12-30,12월,,KR7118000009,118000,우리들휴브레인보통주,우리들휴브레인,WOORIDUL HUEBRAIN,2009-12-30,주권,보통주,500,81323413,118000.KS,118000
A046970,우리로,우리로,046970,기타 전문 도매업,"광분배기(웨이퍼, 칩, 모듈), 광다이오드",2012-11-27,12월,http://www.wooriro.com,KR7046970000,046970,우리로,우리로,"WOORIRO CO., LTD",2012-11-27,주권,보통주,500,32049634,046970.KQ,046970
A082850,우리바이오,우리바이오,082850,전구 및 조명장치 제조업,"LCD광원부품(CCFL,EEFL)",2005-07-29,12월,http://www.wooreeeti.co.kr,KR7082850009,082850,우리바이오,우리바이오,"WOOREE BIO CO., LTD",2005-07-29,주권,보통주,500,47196578,082850.KQ,082850
A215360,우리산업,우리산업,215360,자동차 신품 부품 제조업,ACTUATOR 등,2015-05-06,12월,http://www.woory.com,KR7215360009,215360,우리산업,우리산업,"WOORY INDUSTRIAL CO.,LTD.",2015-05-06,주권,보통주,500,9132163,215360.KQ,215360
A072470,우리산업홀딩스,우리산업홀딩스,072470,자동차 신품 부품 제조업,HVAC ACTUATOR (자동차 공조장치 부품 등),2003-10-28,12월,http://www.woory.com,KR7072470008,072470,우리산업홀딩스,우리산업홀딩스,"WOORY INDUSTRIAL HOLDINGS CO.,LTD.",2003-10-28,주권,보통주,500,18887341,072470.KQ,072470
A153490,우리이앤엘,우리이앤엘,153490,반도체 제조업,LED 패키지,2013-02-05,12월,http://www.wooreeenl.co.kr,KR7153490008,153490,우리이앤엘,우리이앤엘,"WOOREE E&L CO.,Ltd.",2013-02-05,주권,보통주,500,51480000,153490.KQ,153490
A037400,우리조명,우리조명,037400,상품 종합 도매업,"변환장치 제조업 백열전구, 형광등",1999-12-16,12월,http://www.wooree.co.kr,KR7037400009,037400,우리조명,우리조명,"WOOREE LIGHTING CO.,LTD",1999-12-16,주권,보통주,500,26223346,037400.KQ,037400
A101170,우림피티에스,우림피티에스,101170,일반 목적용 기계 제조업,"트랜스미션,감속기,기어전동축 제조",2009-04-28,12월,http://www.woorimgear.co.kr,KR7101170009,101170,우림피티에스,우림피티에스,WOORIM POWER TRAIN SOLUTION,2009-04-28,주권,보통주,500,13500000,101170.KQ,101170
A006980,우성,우성,006980,"곡물가공품, 전분 및 전분제품 제조업","배합사료,Suit-feed(맞춤 TMR(육성우,건유우,착유우) 사료),농후사료,곡류(강피류 등 부산물) 제조,판매/부동산 임대,무역",1988-10-10,12월,http://wsgroup.co.kr,KR7006980007,006980,우성보통주,우성,WOOSUNG,1988-10-10,주권,보통주,5000,3090000,006980.KS,006980
